candidate_id,semantic_score,behavior_score,logistics_score,signal_score
CAND_0076036,46.0,82.77,94.0,85.58
CAND_0076037,86.0,36.26,87.0,48.95
CAND_0076038,10.0,41.39,78.0,50.54
CAND_0076039,30.0,47.67,81.0,56.0
CAND_0076040,22.0,34.07,100.0,50.55
CAND_0076041,10.0,63.44,93.0,70.83
CAND_0076042,10.0,49.07,96.0,60.8
CAND_0076043,10.0,36.21,81.0,47.41
CAND_0076044,30.0,51.55,93.0,61.91
CAND_0076045,10.0,60.22,100.0,70.16
CAND_0076046,18.0,52.9,81.0,59.92
CAND_0076047,26.0,40.63,94.0,53.97
CAND_0076048,30.0,35.8,83.0,47.6
CAND_0076049,14.0,45.81,93.0,57.61
CAND_0076050,30.0,46.4,87.0,56.55
CAND_0076051,0.0,59.71,85.0,66.03
CAND_0076052,24.0,44.29,94.0,56.72
CAND_0076053,18.0,54.1,94.0,64.08
CAND_0076054,26.0,55.46,93.0,64.84
CAND_0076055,0.0,39.49,100.0,54.62
CAND_0076056,46.0,75.97,86.0,78.48
CAND_0076057,58.0,51.85,90.0,61.39
CAND_0076058,22.0,42.58,97.0,56.19
CAND_0076059,26.0,47.93,95.0,59.7
CAND_0076060,26.0,38.87,99.0,53.9
CAND_0076061,10.0,50.74,97.0,62.3
CAND_0076062,10.0,70.68,98.0,77.51
CAND_0076063,22.0,45.73,97.0,58.55
CAND_0076064,10.0,45.42,78.0,53.56
CAND_0076065,26.0,61.83,100.0,71.37
CAND_0076066,10.0,31.95,93.0,47.21
CAND_0076067,14.0,54.0,94.0,64.0
CAND_0076068,0.0,51.83,100.0,63.87
CAND_0076069,0.0,39.89,94.0,53.42
CAND_0076070,22.0,79.17,96.0,83.38
CAND_0076071,30.0,69.38,97.0,76.28
CAND_0076072,10.0,43.23,95.0,56.17
CAND_0076073,22.0,39.73,90.0,52.3
CAND_0076074,22.0,27.77,81.0,41.08
CAND_0076075,98.0,68.0,98.0,75.5
CAND_0076076,30.0,47.85,90.0,58.39
CAND_0076077,22.0,43.68,98.0,57.26
CAND_0076078,22.0,45.78,100.0,59.34
CAND_0076079,10.0,77.45,90.0,80.59
CAND_0076080,0.0,57.64,100.0,68.23
CAND_0076081,22.0,22.78,100.0,42.09
CAND_0076082,0.0,43.61,98.0,57.21
CAND_0076083,0.0,46.38,89.0,57.04
CAND_0076084,10.0,64.46,92.0,71.34
CAND_0076085,98.0,23.46,91.0,40.34
CAND_0076086,0.0,49.85,94.0,60.89
CAND_0076087,46.0,35.84,100.0,51.88
CAND_0076088,10.0,34.47,87.0,47.6
CAND_0076089,38.0,29.53,100.0,47.15
CAND_0076090,38.0,40.0,87.0,51.75
CAND_0076091,26.0,49.5,98.0,61.62
CAND_0076092,30.0,39.86,91.0,52.64
CAND_0076093,26.0,31.19,89.0,45.64
CAND_0076094,0.0,39.82,81.0,50.12
CAND_0076095,22.0,33.61,84.0,46.21
CAND_0076096,98.0,69.16,100.0,76.87
CAND_0076097,30.0,49.02,98.0,61.27
CAND_0076098,0.0,41.95,100.0,56.46
CAND_0076099,0.0,50.1,99.0,62.33
CAND_0076100,26.0,31.86,100.0,48.89
CAND_0076101,38.0,40.62,89.0,52.71
CAND_0076102,10.0,49.13,97.0,61.1
CAND_0076103,30.0,50.25,100.0,62.69
CAND_0076104,10.0,81.02,98.0,85.27
CAND_0076105,10.0,34.56,100.0,50.92
CAND_0076106,60.0,55.0,89.0,63.5
CAND_0076107,98.0,58.75,100.0,69.06
CAND_0076108,38.0,36.41,98.0,51.81
CAND_0076109,14.0,32.65,94.0,47.99
CAND_0076110,30.0,49.34,91.0,59.76
CAND_0076111,10.0,45.34,91.0,56.76
CAND_0076112,84.0,73.06,88.0,76.8
CAND_0076113,30.0,68.37,85.0,72.53
CAND_0076114,10.0,47.22,93.0,58.66
CAND_0076115,0.0,43.49,91.0,55.37
CAND_0076116,10.0,73.68,100.0,80.26
CAND_0076117,10.0,70.25,91.0,75.44
CAND_0076118,22.0,47.96,91.0,58.72
CAND_0076119,56.0,62.01,92.0,69.51
CAND_0076120,10.0,26.37,95.0,43.53
CAND_0076121,22.0,58.28,96.0,67.71
CAND_0076122,42.0,35.46,100.0,51.59
CAND_0076123,62.0,45.24,77.0,53.18
CAND_0076124,10.0,43.97,99.0,57.73
CAND_0076125,26.0,40.57,100.0,55.43
CAND_0076126,10.0,59.86,99.0,69.64
CAND_0076127,10.0,63.69,85.0,69.02
CAND_0076128,46.0,71.31,97.0,77.73
CAND_0076129,0.0,48.54,100.0,61.41
CAND_0076130,10.0,42.74,92.0,55.05
CAND_0076131,22.0,43.94,97.0,57.2
CAND_0076132,26.0,46.36,98.0,59.27
CAND_0076133,0.0,41.25,100.0,55.94
CAND_0076134,10.0,77.28,85.0,79.21
CAND_0076135,10.0,35.09,95.0,50.07
CAND_0076136,46.0,83.13,100.0,87.35
CAND_0076137,46.0,75.75,87.0,78.56
CAND_0076138,26.0,67.05,100.0,75.29
CAND_0076139,0.0,49.52,83.0,57.89
CAND_0076140,46.0,83.57,94.0,86.18
CAND_0076141,26.0,36.84,93.0,50.88
CAND_0076142,42.0,57.69,96.0,67.27
CAND_0076143,10.0,59.13,97.0,68.6
CAND_0076144,46.0,54.34,87.0,62.51
CAND_0076145,22.0,56.86,98.0,67.14
CAND_0076146,10.0,35.13,94.0,49.85
CAND_0076147,26.0,41.21,94.0,54.41
CAND_0076148,26.0,39.46,100.0,54.59
CAND_0076149,10.0,46.09,95.0,58.32
CAND_0076150,46.0,45.33,80.0,54.0
CAND_0076151,10.0,61.22,100.0,70.91
CAND_0076152,72.0,37.98,77.0,47.73
CAND_0076153,10.0,43.95,74.0,51.46
CAND_0076154,98.0,44.08,93.0,56.31
CAND_0076155,10.0,41.55,90.0,53.66
CAND_0076156,98.0,61.49,100.0,71.12
CAND_0076157,22.0,41.99,97.0,55.74
CAND_0076158,38.0,53.68,86.0,61.76
CAND_0076159,0.0,49.84,94.0,60.88
CAND_0076160,38.0,69.24,93.0,75.18
CAND_0076161,26.0,36.31,88.0,49.23
CAND_0076162,10.0,56.29,89.0,64.47
CAND_0076163,98.0,92.77,97.0,93.83
CAND_0076164,30.0,55.12,96.0,65.34
CAND_0076165,10.0,80.24,88.0,82.18
CAND_0076166,26.0,62.76,97.0,71.32
CAND_0076167,100.0,44.7,100.0,58.53
CAND_0076168,22.0,70.56,100.0,77.92
CAND_0076169,10.0,43.41,97.0,56.81
CAND_0076170,10.0,75.83,93.0,80.12
CAND_0076171,58.0,52.36,93.0,62.52
CAND_0076172,10.0,73.36,91.0,77.77
CAND_0076173,14.0,36.72,85.0,48.79
CAND_0076174,0.0,75.57,82.0,77.18
CAND_0076175,46.0,77.38,91.0,80.78
CAND_0076176,0.0,68.5,94.0,74.88
CAND_0076177,38.0,77.3,95.0,81.72
CAND_0076178,58.0,53.09,80.0,59.82
CAND_0076179,18.0,46.4,100.0,59.8
CAND_0076180,0.0,39.35,100.0,54.51
CAND_0076181,36.0,80.6,87.0,82.2
CAND_0076182,58.0,44.12,95.0,56.84
CAND_0076183,46.0,38.99,100.0,54.24
CAND_0076184,30.0,50.78,95.0,61.84
CAND_0076185,30.0,69.07,89.0,74.05
CAND_0076186,10.0,35.33,98.0,51.0
CAND_0076187,30.0,60.67,100.0,70.5
CAND_0076188,46.0,85.09,100.0,88.82
CAND_0076189,30.0,67.75,97.0,75.06
CAND_0076190,10.0,49.21,94.0,60.41
CAND_0076191,0.0,46.53,79.0,54.65
CAND_0076192,0.0,29.86,96.0,46.39
CAND_0076193,10.0,60.93,95.0,69.45
CAND_0076194,30.0,62.4,79.0,66.55
CAND_0076195,18.0,57.04,79.0,62.53
CAND_0076196,14.0,42.68,81.0,52.26
CAND_0076197,22.0,46.07,88.0,56.55
CAND_0076198,30.0,39.16,87.0,51.12
CAND_0076199,30.0,51.33,96.0,62.5
CAND_0076200,10.0,78.53,74.0,77.4
CAND_0076201,22.0,60.21,100.0,70.16
CAND_0076202,26.0,54.08,90.0,63.06
CAND_0076203,0.0,60.03,94.0,68.52
CAND_0076204,10.0,55.15,79.0,61.11
CAND_0076205,10.0,54.2,100.0,65.65
CAND_0076206,14.0,47.53,94.0,59.15
CAND_0076207,26.0,50.49,95.0,61.62
CAND_0076208,26.0,71.68,93.0,77.01
CAND_0076209,46.0,85.2,83.0,84.65
CAND_0076210,26.0,52.5,87.0,61.12
CAND_0076211,22.0,32.59,92.0,47.44
CAND_0076212,30.0,58.68,86.0,65.51
CAND_0076213,46.0,64.66,100.0,73.5
CAND_0076214,10.0,82.04,93.0,84.78
CAND_0076215,30.0,80.34,94.0,83.75
CAND_0076216,0.0,57.21,95.0,66.66
CAND_0076217,10.0,42.57,96.0,55.93
CAND_0076218,10.0,24.75,93.0,41.81
CAND_0076219,30.0,74.38,91.0,78.53
CAND_0076220,38.0,72.28,92.0,77.21
CAND_0076221,10.0,74.63,82.0,76.47
CAND_0076222,10.0,70.31,98.0,77.23
CAND_0076223,26.0,48.05,81.0,56.29
CAND_0076224,26.0,56.45,81.0,62.59
CAND_0076225,72.0,58.18,91.0,66.38
CAND_0076226,26.0,37.03,89.0,50.02
CAND_0076227,14.0,47.83,93.0,59.12
CAND_0076228,10.0,33.04,100.0,49.78
CAND_0076229,46.0,55.81,100.0,66.86
CAND_0076230,0.0,51.89,84.0,59.92
CAND_0076231,10.0,24.56,97.0,42.67
CAND_0076232,30.0,37.81,100.0,53.36
CAND_0076233,26.0,40.98,97.0,54.98
CAND_0076234,22.0,45.87,88.0,56.4
CAND_0076235,30.0,68.24,89.0,73.43
CAND_0076236,56.0,51.3,93.0,61.72
CAND_0076237,98.0,45.29,99.0,58.72
CAND_0076238,30.0,57.85,83.0,64.14
CAND_0076239,30.0,71.8,97.0,78.1
CAND_0076240,10.0,75.0,91.0,79.0
CAND_0076241,10.0,79.39,82.0,80.04
CAND_0076242,26.0,79.19,88.0,81.39
CAND_0076243,56.0,41.55,85.0,52.41
CAND_0076244,46.0,74.78,100.0,81.09
CAND_0076245,36.0,61.19,100.0,70.89
CAND_0076246,10.0,33.01,79.0,44.51
CAND_0076247,30.0,33.55,93.0,48.41
CAND_0076248,14.0,30.26,95.0,46.45
CAND_0076249,46.0,47.67,93.0,59.0
CAND_0076250,46.0,76.19,81.0,77.39
CAND_0076251,100.0,56.36,100.0,67.27
CAND_0076252,30.0,63.98,93.0,71.23
CAND_0076253,30.0,70.99,84.0,74.24
CAND_0076254,72.0,69.14,93.0,75.11
CAND_0076255,38.0,37.23,100.0,52.92
CAND_0076256,10.0,31.06,97.0,47.55
CAND_0076257,22.0,56.46,84.0,63.34
CAND_0076258,38.0,40.33,98.0,54.75
CAND_0076259,10.0,52.22,86.0,60.66
CAND_0076260,56.0,83.09,85.0,83.57
CAND_0076261,10.0,44.95,97.0,57.96
CAND_0076262,26.0,66.16,100.0,74.62
CAND_0076263,0.0,71.6,91.0,76.45
CAND_0076264,38.0,51.57,79.0,58.43
CAND_0076265,72.0,52.95,93.0,62.96
CAND_0076266,14.0,42.03,100.0,56.52
CAND_0076267,22.0,35.06,94.0,49.8
CAND_0076268,22.0,55.71,95.0,65.53
CAND_0076269,26.0,38.26,90.0,51.2
CAND_0076270,10.0,35.28,95.0,50.21
CAND_0076271,10.0,60.88,87.0,67.41
CAND_0076272,34.0,51.16,75.0,57.12
CAND_0076273,10.0,55.0,94.0,64.75
CAND_0076274,60.0,41.21,100.0,55.91
CAND_0076275,10.0,44.72,81.0,53.79
CAND_0076276,10.0,47.02,100.0,60.27
CAND_0076277,46.0,72.51,87.0,76.13
CAND_0076278,0.0,38.46,87.0,50.59
CAND_0076279,30.0,41.64,100.0,56.23
CAND_0076280,26.0,47.71,85.0,57.03
CAND_0076281,30.0,59.24,100.0,69.43
CAND_0076282,26.0,38.38,86.0,50.29
CAND_0076283,38.0,55.26,99.0,66.19
CAND_0076284,46.0,84.14,97.0,87.36
CAND_0076285,10.0,27.58,100.0,45.69
CAND_0076286,10.0,53.3,100.0,64.97
CAND_0076287,38.0,36.98,100.0,52.73
CAND_0076288,30.0,66.44,97.0,74.08
CAND_0076289,10.0,30.84,95.0,46.88
CAND_0076290,22.0,31.53,91.0,46.4
CAND_0076291,10.0,47.75,78.0,55.31
CAND_0076292,46.0,38.16,76.0,47.62
CAND_0076293,30.0,73.84,82.0,75.88
CAND_0076294,10.0,67.2,90.0,72.9
CAND_0076295,100.0,34.03,99.0,50.27
CAND_0076296,30.0,42.19,80.0,51.64
CAND_0076297,30.0,56.4,80.0,62.3
CAND_0076298,10.0,45.87,100.0,59.4
CAND_0076299,56.0,81.42,100.0,86.06
CAND_0076300,14.0,60.05,100.0,70.04
CAND_0076301,46.0,70.1,89.0,74.82
CAND_0076302,46.0,40.49,89.0,52.62
CAND_0076303,26.0,44.7,98.0,58.03
CAND_0076304,46.0,66.5,95.0,73.62
CAND_0076305,10.0,33.29,89.0,47.22
CAND_0076306,10.0,73.02,93.0,78.02
CAND_0076307,18.0,61.66,100.0,71.25
CAND_0076308,10.0,57.44,93.0,66.33
CAND_0076309,10.0,40.77,92.0,53.58
CAND_0076310,30.0,45.83,88.0,56.37
CAND_0076311,72.0,47.62,90.0,58.21
CAND_0076312,38.0,58.11,85.0,64.83
CAND_0076313,10.0,31.84,90.0,46.38
CAND_0076314,18.0,55.04,100.0,66.28
CAND_0076315,70.0,58.45,100.0,68.84
CAND_0076316,30.0,78.27,96.0,82.7
CAND_0076317,46.0,66.45,88.0,71.84
CAND_0076318,14.0,33.32,89.0,47.24
CAND_0076319,98.0,41.12,87.0,52.59
CAND_0076320,30.0,78.77,89.0,81.33
CAND_0076321,42.0,41.89,88.0,53.42
CAND_0076322,10.0,65.94,99.0,74.2
CAND_0076323,56.0,45.63,99.0,58.97
CAND_0076324,42.0,69.05,87.0,73.54
CAND_0076325,26.0,39.47,97.0,53.85
CAND_0076326,42.0,42.57,99.0,56.68
CAND_0076327,30.0,56.12,91.0,64.84
CAND_0076328,0.0,44.69,100.0,58.52
CAND_0076329,14.0,53.0,100.0,64.75
CAND_0076330,42.0,38.95,95.0,52.96
CAND_0076331,0.0,50.72,93.0,61.29
CAND_0076332,10.0,77.0,96.0,81.75
CAND_0076333,38.0,42.97,88.0,54.23
CAND_0076334,26.0,53.86,81.0,60.64
CAND_0076335,22.0,62.35,97.0,71.01
CAND_0076336,26.0,65.32,96.0,72.99
CAND_0076337,22.0,71.86,90.0,76.39
CAND_0076338,100.0,48.15,100.0,61.11
CAND_0076339,30.0,61.48,100.0,71.11
CAND_0076340,22.0,30.46,87.0,44.59
CAND_0076341,26.0,33.37,78.0,44.53
CAND_0076342,10.0,44.35,96.0,57.26
CAND_0076343,30.0,55.52,97.0,65.89
CAND_0076344,22.0,63.86,93.0,71.14
CAND_0076345,38.0,63.73,98.0,72.3
CAND_0076346,56.0,37.28,80.0,47.96
CAND_0076347,10.0,42.44,97.0,56.08
CAND_0076348,42.0,55.78,100.0,66.84
CAND_0076349,30.0,76.35,98.0,81.76
CAND_0076350,0.0,43.31,98.0,56.98
CAND_0076351,26.0,77.84,95.0,82.13
CAND_0076352,82.0,66.71,78.0,69.53
CAND_0076353,30.0,44.78,86.0,55.09
CAND_0076354,30.0,58.0,100.0,68.5
CAND_0076355,26.0,46.37,100.0,59.78
CAND_0076356,42.0,71.23,94.0,76.92
CAND_0076357,10.0,33.65,89.0,47.49
CAND_0076358,10.0,46.0,79.0,54.25
CAND_0076359,10.0,50.18,91.0,60.38
CAND_0076360,26.0,49.18,90.0,59.38
CAND_0076361,0.0,50.36,93.0,61.02
CAND_0076362,46.0,45.08,100.0,58.81
CAND_0076363,38.0,30.21,94.0,46.16
CAND_0076364,72.0,70.29,100.0,77.72
CAND_0076365,38.0,77.83,81.0,78.62
CAND_0076366,10.0,69.82,100.0,77.36
CAND_0076367,0.0,39.52,99.0,54.39
CAND_0076368,30.0,65.61,91.0,71.96
CAND_0076369,26.0,32.25,100.0,49.19
CAND_0076370,10.0,59.23,97.0,68.67
CAND_0076371,56.0,73.45,93.0,78.34
CAND_0076372,10.0,44.73,79.0,53.3
CAND_0076373,26.0,52.22,93.0,62.41
CAND_0076374,30.0,66.13,83.0,70.35
CAND_0076375,26.0,47.2,92.0,58.4
CAND_0076376,30.0,74.73,84.0,77.05
CAND_0076377,10.0,75.13,76.0,75.35
CAND_0076378,10.0,35.74,100.0,51.8
CAND_0076379,46.0,87.48,93.0,88.86
CAND_0076380,34.0,78.1,97.0,82.82
CAND_0076381,72.0,51.38,100.0,63.54
CAND_0076382,0.0,59.78,94.0,68.34
CAND_0076383,10.0,43.81,100.0,57.86
CAND_0076384,0.0,44.21,100.0,58.16
CAND_0076385,0.0,48.85,78.0,56.14
CAND_0076386,10.0,46.72,93.0,58.29
CAND_0076387,38.0,29.33,77.0,41.25
CAND_0076388,0.0,59.35,93.0,67.76
CAND_0076389,46.0,58.2,85.0,64.9
CAND_0076390,14.0,61.42,100.0,71.06
CAND_0076391,46.0,77.03,93.0,81.02
CAND_0076392,10.0,32.48,91.0,47.11
CAND_0076393,22.0,26.63,90.0,42.47
CAND_0076394,10.0,44.74,100.0,58.55
CAND_0076395,10.0,69.99,92.0,75.49
CAND_0076396,30.0,64.94,84.0,69.7
CAND_0076397,10.0,35.46,83.0,47.34
CAND_0076398,46.0,63.23,93.0,70.67
CAND_0076399,14.0,71.57,99.0,78.43
CAND_0076400,22.0,44.65,99.0,58.24
CAND_0076401,10.0,76.16,95.0,80.87
CAND_0076402,26.0,41.98,97.0,55.73
CAND_0076403,10.0,40.13,94.0,53.6
CAND_0076404,30.0,65.98,90.0,71.98
CAND_0076405,30.0,66.17,83.0,70.38
CAND_0076406,0.0,66.2,95.0,73.4
CAND_0076407,26.0,50.93,100.0,63.2
CAND_0076408,10.0,72.6,78.0,73.95
CAND_0076409,30.0,49.68,81.0,57.51
CAND_0076410,10.0,54.97,92.0,64.23
CAND_0076411,10.0,54.4,96.0,64.8
CAND_0076412,72.0,77.5,87.0,79.88
CAND_0076413,18.0,43.92,100.0,57.94
CAND_0076414,10.0,40.66,78.0,49.99
CAND_0076415,10.0,74.29,93.0,78.97
CAND_0076416,30.0,47.24,97.0,59.68
CAND_0076417,22.0,40.45,96.0,54.34
CAND_0076418,38.0,39.97,100.0,54.98
CAND_0076419,30.0,65.84,100.0,74.38
CAND_0076420,46.0,77.74,93.0,81.55
CAND_0076421,58.0,70.9,100.0,78.18
CAND_0076422,56.0,37.26,95.0,51.7
CAND_0076423,26.0,75.6,99.0,81.45
CAND_0076424,10.0,44.11,98.0,57.58
CAND_0076425,30.0,65.42,100.0,74.06
CAND_0076426,10.0,37.42,95.0,51.81
CAND_0076427,10.0,49.49,88.0,59.12
CAND_0076428,42.0,41.18,95.0,54.63
CAND_0076429,22.0,29.59,90.0,44.69
CAND_0076430,30.0,67.47,97.0,74.85
CAND_0076431,46.0,57.34,83.0,63.76
CAND_0076432,56.0,46.96,95.0,58.97
CAND_0076433,10.0,36.65,96.0,51.49
CAND_0076434,0.0,64.61,93.0,71.71
CAND_0076435,72.0,78.94,91.0,81.95
CAND_0076436,10.0,40.99,94.0,54.24
CAND_0076437,0.0,44.65,100.0,58.49
CAND_0076438,14.0,52.29,94.0,62.72
CAND_0076439,56.0,57.84,93.0,66.63
CAND_0076440,10.0,71.19,83.0,74.14
CAND_0076441,10.0,44.42,100.0,58.31
CAND_0076442,46.0,62.54,93.0,70.16
CAND_0076443,98.0,41.75,96.0,55.31
CAND_0076444,10.0,37.3,80.0,47.97
CAND_0076445,22.0,36.96,94.0,51.22
CAND_0076446,22.0,50.31,90.0,60.23
CAND_0076447,0.0,53.01,86.0,61.26
CAND_0076448,30.0,71.1,100.0,78.32
CAND_0076449,14.0,44.9,94.0,57.17
CAND_0076450,26.0,33.67,87.0,47.0
CAND_0076451,10.0,37.05,93.0,51.04
CAND_0076452,14.0,43.19,93.0,55.64
CAND_0076453,72.0,87.95,100.0,90.96
CAND_0076454,26.0,31.74,100.0,48.8
CAND_0076455,0.0,27.94,100.0,45.95
CAND_0076456,30.0,84.24,100.0,88.18
CAND_0076457,26.0,39.44,90.0,52.08
CAND_0076458,86.0,71.63,79.0,73.47
CAND_0076459,10.0,37.74,100.0,53.3
CAND_0076460,26.0,58.84,91.0,66.88
CAND_0076461,30.0,72.6,94.0,77.95
CAND_0076462,46.0,50.52,78.0,57.39
CAND_0076463,30.0,56.15,100.0,67.11
CAND_0076464,10.0,55.61,100.0,66.71
CAND_0076465,46.0,52.51,100.0,64.38
CAND_0076466,38.0,50.51,94.0,61.38
CAND_0076467,46.0,66.74,100.0,75.05
CAND_0076468,10.0,48.63,97.0,60.72
CAND_0076469,10.0,42.94,96.0,56.2
CAND_0076470,0.0,38.31,97.0,52.98
CAND_0076471,22.0,60.41,97.0,69.56
CAND_0076472,46.0,50.05,100.0,62.54
CAND_0076473,36.0,74.78,84.0,77.09
CAND_0076474,100.0,48.78,93.0,59.84
CAND_0076475,38.0,44.89,93.0,56.92
CAND_0076476,10.0,39.07,78.0,48.8
CAND_0076477,10.0,35.33,100.0,51.5
CAND_0076478,72.0,73.54,93.0,78.41
CAND_0076479,46.0,53.06,99.0,64.55
CAND_0076480,0.0,44.9,97.0,57.92
CAND_0076481,26.0,42.3,96.0,55.72
CAND_0076482,72.0,94.35,100.0,95.76
CAND_0076483,10.0,44.23,100.0,58.17
CAND_0076484,18.0,44.28,100.0,58.21
CAND_0076485,46.0,60.12,97.0,69.34
CAND_0076486,14.0,49.11,99.0,61.58
CAND_0076487,22.0,49.29,84.0,57.97
CAND_0076488,42.0,36.81,93.0,50.86
CAND_0076489,10.0,78.68,92.0,82.01
CAND_0076490,14.0,47.53,97.0,59.9
CAND_0076491,18.0,47.17,91.0,58.13
CAND_0076492,22.0,31.16,80.0,43.37
CAND_0076493,10.0,27.93,94.0,44.45
CAND_0076494,10.0,33.08,95.0,48.56
CAND_0076495,46.0,57.07,88.0,64.8
CAND_0076496,30.0,69.91,95.0,76.18
CAND_0076497,10.0,46.34,100.0,59.76
CAND_0076498,72.0,34.68,99.0,50.76
CAND_0076499,10.0,82.23,91.0,84.42
CAND_0076500,46.0,68.47,99.0,76.1
CAND_0076501,30.0,75.39,84.0,77.54
CAND_0076502,30.0,32.62,93.0,47.71
CAND_0076503,72.0,46.58,94.0,58.44
CAND_0076504,56.0,80.53,96.0,84.4
CAND_0076505,30.0,46.2,100.0,59.65
CAND_0076506,10.0,59.46,78.0,64.09
CAND_0076507,26.0,74.88,88.0,78.16
CAND_0076508,46.0,32.65,97.0,48.74
CAND_0076509,26.0,44.79,96.0,57.59
CAND_0076510,0.0,34.0,97.0,49.75
CAND_0076511,100.0,54.69,98.0,65.52
CAND_0076512,30.0,32.45,90.0,46.84
CAND_0076513,0.0,54.14,100.0,65.61
CAND_0076514,22.0,47.73,94.0,59.3
CAND_0076515,30.0,62.46,79.0,66.59
CAND_0076516,18.0,68.24,100.0,76.18
CAND_0076517,26.0,45.52,80.0,54.14
CAND_0076518,10.0,43.58,89.0,54.94
CAND_0076519,26.0,35.89,99.0,51.67
CAND_0076520,30.0,66.24,93.0,72.93
CAND_0076521,30.0,49.3,79.0,56.72
CAND_0076522,14.0,30.52,90.0,45.39
CAND_0076523,0.0,48.78,89.0,58.84
CAND_0076524,26.0,38.24,90.0,51.18
CAND_0076525,18.0,53.15,93.0,63.11
CAND_0076526,86.0,53.12,90.0,62.34
CAND_0076527,30.0,78.95,93.0,82.46
CAND_0076528,38.0,51.51,95.0,62.38
CAND_0076529,10.0,35.63,90.0,49.22
CAND_0076530,10.0,52.5,94.0,62.88
CAND_0076531,30.0,50.34,87.0,59.51
CAND_0076532,10.0,51.65,93.0,61.99
CAND_0076533,46.0,52.92,100.0,64.69
CAND_0076534,10.0,36.76,93.0,50.82
CAND_0076535,10.0,60.13,87.0,66.85
CAND_0076536,30.0,53.59,76.0,59.19
CAND_0076537,10.0,30.12,94.0,46.09
CAND_0076538,30.0,62.22,100.0,71.66
CAND_0076539,22.0,82.69,93.0,85.27
CAND_0076540,22.0,38.4,100.0,53.8
CAND_0076541,10.0,34.99,100.0,51.24
CAND_0076542,30.0,91.1,94.0,91.82
CAND_0076543,30.0,51.76,93.0,62.07
CAND_0076544,86.0,71.61,86.0,75.21
CAND_0076545,14.0,29.26,93.0,45.2
CAND_0076546,22.0,41.11,92.0,53.83
CAND_0076547,36.0,47.22,77.0,54.66
CAND_0076548,42.0,40.07,92.0,53.05
CAND_0076549,10.0,39.37,84.0,50.53
CAND_0076550,26.0,34.3,100.0,50.72
CAND_0076551,10.0,71.03,88.0,75.27
CAND_0076552,14.0,40.16,100.0,55.12
CAND_0076553,10.0,44.55,92.0,56.41
CAND_0076554,10.0,47.45,100.0,60.59
CAND_0076555,10.0,36.82,87.0,49.37
CAND_0076556,22.0,50.65,87.0,59.74
CAND_0076557,56.0,80.07,87.0,81.8
CAND_0076558,10.0,43.33,78.0,52.0
CAND_0076559,46.0,61.57,86.0,67.68
CAND_0076560,38.0,52.25,100.0,64.19
CAND_0076561,30.0,69.23,94.0,75.42
CAND_0076562,26.0,45.41,100.0,59.06
CAND_0076563,30.0,52.69,94.0,63.02
CAND_0076564,30.0,51.1,86.0,59.83
CAND_0076565,14.0,75.65,92.0,79.74
CAND_0076566,10.0,48.22,100.0,61.16
CAND_0076567,72.0,78.31,100.0,83.73
CAND_0076568,42.0,33.26,80.0,44.95
CAND_0076569,10.0,66.98,78.0,69.73
CAND_0076570,30.0,52.93,94.0,63.2
CAND_0076571,10.0,67.34,100.0,75.5
CAND_0076572,0.0,44.23,77.0,52.42
CAND_0076573,10.0,49.98,95.0,61.23
CAND_0076574,14.0,41.75,100.0,56.31
CAND_0076575,14.0,42.53,96.0,55.9
CAND_0076576,10.0,43.39,89.0,54.79
CAND_0076577,14.0,45.12,97.0,58.09
CAND_0076578,0.0,38.61,79.0,48.71
CAND_0076579,10.0,35.61,96.0,50.71
CAND_0076580,46.0,52.67,100.0,64.5
CAND_0076581,30.0,66.58,98.0,74.44
CAND_0076582,0.0,67.17,89.0,72.63
CAND_0076583,30.0,46.98,98.0,59.73
CAND_0076584,26.0,38.93,99.0,53.95
CAND_0076585,26.0,47.82,96.0,59.87
CAND_0076586,0.0,69.86,94.0,75.89
CAND_0076587,100.0,67.16,99.0,75.12
CAND_0076588,72.0,38.04,98.0,53.03
CAND_0076589,10.0,71.39,90.0,76.04
CAND_0076590,84.0,46.78,100.0,60.09
CAND_0076591,10.0,74.66,94.0,79.5
CAND_0076592,86.0,42.98,86.0,53.73
CAND_0076593,0.0,42.12,76.0,50.59
CAND_0076594,56.0,53.63,100.0,65.22
CAND_0076595,10.0,40.09,95.0,53.82
CAND_0076596,72.0,61.04,83.0,66.53
CAND_0076597,30.0,63.54,93.0,70.91
CAND_0076598,72.0,35.7,93.0,50.03
CAND_0076599,10.0,35.8,94.0,50.35
CAND_0076600,72.0,36.33,100.0,52.25
CAND_0076601,46.0,64.36,100.0,73.27
CAND_0076602,30.0,55.75,96.0,65.81
CAND_0076603,22.0,56.68,79.0,62.26
CAND_0076604,26.0,53.18,94.0,63.38
CAND_0076605,30.0,46.28,97.0,58.96
CAND_0076606,14.0,68.72,87.0,73.29
CAND_0076607,26.0,32.15,94.0,47.61
CAND_0076608,26.0,68.86,90.0,74.14
CAND_0076609,10.0,34.37,100.0,50.78
CAND_0076610,38.0,47.21,100.0,60.41
CAND_0076611,46.0,49.26,95.0,60.7
CAND_0076612,0.0,47.91,79.0,55.68
CAND_0076613,26.0,60.59,95.0,69.19
CAND_0076614,98.0,53.04,86.0,61.28
CAND_0076615,0.0,33.52,78.0,44.64
CAND_0076616,10.0,45.24,96.0,57.93
CAND_0076617,30.0,69.05,97.0,76.04
